signal,n_trades,win_rate,avg_return,median_return,std_return,profit_factor,sharpe,sortino,expectancy,max_drawdown,avg_drawdown,cagr_annualized,reward_risk_ratio,mean_return,ci_lower,ci_upper,p_value,effect_size_cohens_d,p_value_vs_baseline,effect_size_vs_baseline,p_adjusted_vs_zero,significant_vs_zero,p_adjusted_vs_baseline,significant_vs_baseline,low_sample_warning,statistically_significant
ict_fvg_bullish_filled,101087,0.5109361243285486,-0.001028274940968715,0.0011738145297923719,0.05578815152990415,0.94852481775195,-0.09252680174578513,-0.12619622803066327,-0.0010988304510591955,-1.0,-0.9934092452654033,-0.06349740985041788,0.9047247114509878,-0.0008374894760767118,-0.0015688097845713079,-0.00012422542472929676,4.636439305790336e-09,-0.018431780096128985,7.759434294870297e-74,-0.13374816810389706,5.124485548505108e-09,True,2.036851502403453e-73,True,False,True
smc_swing_choch_bearish,2674,0.43268511593118925,-0.0038692906172096246,-0.01138549638804176,0.09756623060451067,0.8883235977865115,-0.1990820453186385,-0.3483374248603818,-0.0039608896735009655,-0.9999999998601433,-0.9594512381214931,-0.1926716510328442,1.1616539355669766,-0.0038692906172096246,-0.007447708691258621,-0.00032824920177165073,0.04038869304311747,-0.0396580926949405,2.9381466261584205e-08,-0.1312178000365392,0.04038869304311747,True,5.876293252316841e-08,True,False,True
smc_swing_ob_bearish_formed,3925,0.43312101910828027,-0.005198471714786685,-0.011099287072867225,0.09484937131081032,0.8500186016607862,-0.2751322495482492,-0.4600939120507682,-0.005276536526540317,-1.0,-0.9747765373134986,-0.2153116486822369,1.110024291580556,-0.005198471714786685,-0.008071489153292685,-0.0022798262033080128,0.0006015907383822515,-0.05480765600176621,1.6668230453920094e-14,-0.1504665999485724,0.0006316702753013641,True,3.8892537725813554e-14,True,False,True
smc_swing_ob_bearish_mitigated,3872,0.43207644628099173,-0.004697869971398049,-0.009161906361718652,0.08394613866984736,0.8471561879234707,-0.2809315647297545,-0.4522112046275758,-0.004824183982339386,-0.999999999999987,-0.9379719830421374,-0.1866426437759306,1.1089492238806937,-0.004697869971398049,-0.00732078584818157,-0.0020822075775422904,0.000502600066828134,-0.05596290723834661,2.754613267764119e-16,-0.1566105960269491,0.0005412616104302981,True,6.805515132123117e-16,True,False,True
smc_swing_bos_bearish,1251,0.434052757793765,-0.008039583029671624,-0.010420662172779371,0.08873477082825895,0.7682415336644954,-0.45482042866464517,-0.6868704215207239,-0.008088648786569036,-0.9999997181842518,-0.919812644893948,-0.2615981138003028,1.0002702841635327,-0.008039583029671624,-0.013002738101277523,-0.0029697896408859593,0.0013868790318376162,-0.09060239807495277,5.765668765549456e-09,-0.19466671154317056,0.0014207053496873142,True,1.2107904407653858e-08,True,False,True
smc_internal_choch_bearish,26492,0.4361694096330968,-0.007725491596089506,-0.0075351462837246475,0.06500559549763452,0.7153605193380207,-0.5965895662635591,-0.8463805029212179,-0.007798368876853902,-1.0,-0.9976785454745687,-0.22174127944754088,0.9222609828280826,-0.0075337354348869465,-0.008434369887591898,-0.006627487479506883,8.637881370033366e-83,-0.11884348627143379,2.0164270662708077e-147,-0.2297109921115473,1.5116292397558392e-82,True,7.057494731947828e-147,True,False,True
smc_internal_ob_bearish_mitigated,42580,0.42761860028182247,-0.007845629257776533,-0.008483598272411963,0.06482992120406184,0.7093020350874945,-0.6075087793791643,-0.8729941143665757,-0.007923368770465657,-1.0,-0.9969765683338677,-0.22394733127994304,0.946696949511,-0.007347212052326178,-0.008260408807748273,-0.0064433922944266645,1.187659687693977e-136,-0.1210186455892989,7.670951551218751e-185,-0.23193324274073737,2.771205937952613e-136,True,3.2217996515118757e-184,True,False,True
ict_ob_bearish_mitigated,20243,0.4326433828977918,-0.006794801006781976,-0.006698197967586861,0.055585428053301376,0.7070144621734774,-0.6136433870952616,-0.8258851133810512,-0.006873821807197714,-1.0,-0.9933820938188941,-0.19151273731443752,0.9240109082025145,-0.006791037482761965,-0.007536861554024575,-0.006070495511416045,2.9183829034486467e-67,-0.1222406886975194,2.93696386661095e-132,-0.2320339050583535,4.37757435517297e-67,True,8.223498826510659e-132,True,False,True
ict_ob_bearish_formed,22591,0.4274711168164313,-0.008716967087438252,-0.009047658417842719,0.07073924397066297,0.7038250527174051,-0.6185933723886587,-0.8984015867843586,-0.008785391958347426,-1.0,-0.9977987874309016,-0.24841513377312086,0.9404741099995233,-0.008856738443651695,-0.00982575146561866,-0.007882730022917348,5.0803999921221277e-76,-0.12322674937059488,1.4137830790975925e-140,-0.23427512990072788,8.535071986765175e-76,True,4.567606870930684e-140,True,False,True
smc_internal_ob_bearish_formed,43178,0.4269998610403446,-0.008725720814548057,-0.008980784299886024,0.06872213286718402,0.6971920508777542,-0.6373895719160491,-0.923114788819052,-0.008794602807687735,-1.0,-0.9988185275293316,-0.24598810185578815,0.9333456744462074,-0.009085620043006849,-0.010007933239560004,-0.008147474210559849,3.40958916123178e-152,-0.12697104194091063,4.368253586192852e-199,-0.23823263723091948,1.0228767483695341e-151,True,2.2933331327512474e-198,True,False,True
ict_liquidity_sellside_pool_formed,52038,0.4252085014796879,-0.008230305596665965,-0.008994075504633381,0.06463499136795282,0.6981940844700558,-0.6392173236032286,-0.9328796732495909,-0.008297939550808594,-1.0,-0.9980301338275901,-0.23515920139746682,0.9414749807173614,-0.0084008807373273,-0.009281811785255594,-0.007448734236953127,4.919941555360077e-184,-0.12733513879212333,3.367249926134255e-209,-0.238379689379796,1.7219795443760272e-183,True,2.0203499556805532e-208,True,False,True
ict_liquidity_sellside_swept,33142,0.4207350190091123,-0.00881177091296139,-0.009640686796363651,0.0688823224293986,0.6944330869653262,-0.6421783899699597,-0.9545195886907284,-0.008862933161837446,-1.0,-0.9985569791778204,-0.24712863356087797,0.9543972804506249,-0.009208005465402748,-0.010209867081546217,-0.008291737642801247,5.227968561227935e-119,-0.12792499733139914,6.227548159430497e-179,-0.23924059729728672,1.0978733978578666e-118,True,2.377791115418917e-178,True,False,True
ict_fvg_bearish_formed,91312,0.4283226739092343,-0.008799683615238368,-0.008732574798070103,0.0687270129341997,0.691840536021199,-0.6427467057879228,-0.896999347578738,-0.008867127466495813,-1.0,-0.9990917725435695,-0.2485176353014833,0.921215807187543,-0.008286084258813912,-0.009231573204636537,-0.0073145183656118835,0.0,-0.1280382085521936,1.0819187634947174e-254,-0.2393545785267742,0.0,True,7.573431344463022e-254,True,False,True
ict_mss_bearish,36776,0.42889384381118123,-0.00852260868892653,-0.00850719360691643,0.06351264612006191,0.6857207987186648,-0.6736163376034626,-0.9453437225230144,-0.008595106200847167,-1.0,-0.9957819423129172,-0.23567396582961364,0.9106570449984068,-0.00868061346979458,-0.009569492202246503,-0.007823099865580887,9.529512913559264e-145,-0.134187586403119,9.595382663088325e-194,-0.24521385360782244,2.501497139809307e-144,True,4.477845242774552e-193,True,False,True
ict_displacement_bearish,191659,0.42677359268283777,-0.009023454926610535,-0.008437698792857606,0.06514845994694961,0.672541038044011,-0.6952947815934205,-0.9526283887030379,-0.009098654489778441,-1.0,-0.9994285647292587,-0.25061473140641355,0.9008736332696627,-0.009661647131205594,-0.010566795217953865,-0.008705268511973596,0.0,-0.13850603581356083,1.126229799423145e-302,-0.24987980909709573,0.0,True,2.3650825787886046e-301,True,False,True
ict_volume_imbalance_bearish,85075,0.4167381722009991,-0.00935202468986752,-0.010004512310796798,0.06746046950290528,0.6703609462381761,-0.6959155739200643,-0.9798213266458174,-0.009412759274795415,-1.0,-0.9989595141985784,-0.2598038574622967,0.9362250311102638,-0.009360886103913321,-0.01032451985438344,-0.008453921773733533,0.0,-0.13862970060510416,2.247778443879839e-270,-0.25034121146364163,0.0,True,1.8881338928590647e-269,True,False,True
smc_internal_bos_bearish,16686,0.4124415677813736,-0.010313763032899005,-0.011170207680114008,0.07421592951677601,0.6723179546946995,-0.6976221931563275,-1.0426662749120097,-0.010374879363874871,-1.0,-0.9970193361628309,-0.28294198279571053,0.955918510126073,-0.010313763032899005,-0.011443981721378229,-0.009187621259204158,2.1990176334973187e-71,-0.13896966729450783,1.6270416370543612e-132,-0.25123699251340387,3.552259254111053e-71,True,4.8811249111630837e-132,True,False,True
smc_fvg_bearish_formed,68062,0.4205430342922629,-0.01092393843891185,-0.010670847812136564,0.07749249980356784,0.6635665766502507,-0.7076521712932894,-0.9771890981630628,-0.010997377206349197,-1.0,-0.9992346258584281,-0.3013547221057153,0.9122504556191653,-0.011410932552080725,-0.01248458084964174,-0.010358940483552253,3.3444433450293037e-293,-0.14096768676455707,8.890297053052759e-280,-0.2535059263845464,1.7558327561403845e-292,True,1.2446415874273863e-278,True,False,True
ict_bos_bearish,42780,0.40208041140719963,-0.01200443929602003,-0.0122951747562412,0.07416040538581795,0.6235581080710741,-0.8125873461195112,-1.1703290028503908,-0.012069399517603097,-1.0,-0.9987036132824202,-0.3230165310142094,0.9253861882873269,-0.011609139745707809,-0.012640697969099628,-0.01061235235348954,1.2848244285207084e-242,-0.16187127394419148,1.1597243407366893e-270,-0.27610760732269063,5.995847333096639e-242,True,1.2177105577735238e-269,True,False,True
ict_fvg_bearish_filled,86287,0.39710501002468507,-0.014194024884380966,-0.012121198331954908,0.06399199725841993,0.5297555418927112,-1.11347422288767,-1.447363887874033,-0.014263229709702192,-1.0,-0.9993078833408082,-0.34084674225207534,0.8024486178566288,-0.014340564962809246,-0.01523270052882749,-0.013470653688871395,0.0,-0.22180937449195406,0.0,-0.3343878837303201,0.0,True,0.0,True,False,True
